wav_filename,dataProcessedBy,dateAdded,speakerPrefix,gender,wav_filesize,duration_seconds,codeSwitch,needsFurtherCheck,transcript,original_transcript,sandbox,date,speakerCode,speakerGender,transcript_clean
BP-RRBPKB1-113.wav,,,,,81998,2.56,,,"ē ko te rāvenga e puꞌapinga ai,",,user,20260629.0,BP,m,ē ko te rāvenga e puꞌapinga ai
BP-RRBPKB1-114.wav,,,,,101112,3.1573125,,,kia maꞌata tāna koꞌikoꞌi mai i te au ꞌapinga takere mei kō mai,,user,20260629.0,BP,m,kia maꞌata tāna koꞌikoꞌi mai i te au ꞌapinga takere mei kō mai
BP-RRBPKB1-115.wav,,,,,193956,6.0586875,,,i tētaꞌi atu,,user,20260629.0,BP,m,i tētaꞌi atu
BP-RRBPKB1-116.wav,,,,,35576,1.1093125,,,au ngāꞌi-,,user,20260629.0,BP,m,au ngāꞌi
BP-RRBPKB1-117.wav,,,,,128420,4.0106875,,,i tētaꞌi atu au ngāꞌi,,user,20260629.0,BP,m,i tētaꞌi atu au ngāꞌi
BP-RRBPKB1-118.wav,,,,,188494,5.888,,,Kia taka tāna au ꞌakamārama,,user,20260629.0,BP,m,kia taka tāna au ꞌakamārama
BP-RRBPKB1-119.wav,,,,,51960,1.6213125,,,ꞌauraka kia tūkē.,,user,20260629.0,BP,m,ꞌauraka kia tūkē
BP-RRBPKB1-120.wav,,,,,174840,5.4613125,,,ꞌE maꞌata te au rāvenga nō te ꞌākara matatio,,user,20260629.0,BP,m,ꞌe maꞌata te au rāvenga nō te ꞌākara matatio
BP-RRBPKB1-121.wav,,,,,101114,3.157375,,,i te au ꞌakonoꞌanga o te tuātau mua.,,user,20260629.0,BP,m,i te au ꞌakonoꞌanga o te tuātau mua
BP-RRBPKB1-122.wav,,,,,81998,2.56,,,"Inā, i kitea a Mana e Chris Suri",,user,20260629.0,BP,m,inā i kitea a mana e chris suri
BP-RRBPKB1-123.wav,,,,,62882,1.962625,,,i aia e kimi ꞌaere_ra-ꞌaere ra i tētaꞌi au ꞌapinga takere:,,user,20260629.0,BP,m,i aia e kimi ꞌaere ra ꞌaere ra i tētaꞌi au ꞌapinga takere:
BP-RRBPKB1-124.wav,,,,,114766,3.584,,,te ꞌapinga mei- tei maꞌaniꞌia e te tangata,,user,20260629.0,BP,m,te ꞌapinga mei tei maꞌaniꞌia e te tangata
BP-RRBPKB1-125.wav,,,,,213070,6.656,,,ē te au toetoenga,,user,20260629.0,BP,m,ē te au toetoenga
BP-RRBPKB1-126.wav,,,,,95652,2.9866875,,,o te ꞌapinga ora.,,user,20260629.0,BP,m,o te ꞌapinga ora
BP-RRBPKB1-127.wav,,,,,79268,2.4746875,,,Ko tēia te tū ravenga-,,user,20260629.0,BP,m,ko tēia te tū ravenga
BP-RRBPKB1-128.wav,,,,,84728,2.6453125,,,Ko tēia te tū raveꞌanga,,user,20260629.0,BP,m,ko tēia te tū raveꞌanga
BP-RRBPKB1-129.wav,,,,,169380,5.2906875,,,a te ꞌakairo oraꞌanga.,,user,20260629.0,BP,m,a te ꞌakairo oraꞌanga
BP-RRBPKB1-130.wav,,,,,71074,2.218625,,,Ko te ꞌakakoroꞌanga ia o te ꞌakairo oraꞌanga.,,user,20260629.0,BP,m,ko te ꞌakakoroꞌanga ia o te ꞌakairo oraꞌanga
BP-RRBPKB1-131.wav,,,,,49230,1.536,,,Vaitata rāi e ꞌāiteite te ꞌakakore- te ꞌakairo oraꞌanga,,user,20260629.0,BP,m,vaitata rāi e ꞌāiteite te ꞌakakore te ꞌakairo oraꞌanga
BP-RRBPKB1-132.wav,,,,,65614,2.048,,,"ē te ꞌāpiꞌi ꞌakonoꞌanga ꞌiti tangata,",,user,20260629.0,BP,m,ē te ꞌāpiꞌi ꞌakonoꞌanga ꞌiti tangata
BP-RRBPKB1-133.wav,,,,,79268,2.4746875,,,"koia ꞌoki,",,user,20260629.0,BP,m,koia ꞌoki
BP-RRBPKB1-134.wav,,,,,54692,1.7066875,,,te ꞌāpiꞌi nō runga i te tupuꞌanga ake o te tangata.,,user,20260629.0,BP,m,te ꞌāpiꞌi nō runga i te tupuꞌanga ake o te tangata
BP-RRBPKB1-135.wav,,,,,128418,4.010625,,,E kimi ana te au taꞌunga,,user,20260629.0,BP,m,e kimi ana te au taꞌunga
BP-RRBPKB1-136.wav,,,,,120228,3.7546875,,,"ꞌakonoꞌanga i te ꞌiti tangata ē,",,user,20260629.0,BP,m,ꞌakonoꞌanga i te ꞌiti tangata ē
BP-RRBPKB1-137.wav,,,,,122958,3.84,,,"i ꞌakapeꞌea te tupu akeꞌanga o te tangata,",,user,20260629.0,BP,m,i ꞌakapeꞌea te tupu akeꞌanga o te tangata
BP-RRBPKB1-138.wav,,,,,237646,7.424,,,pērā katoa tā rātou au ꞌakonoꞌanga.,,user,20260629.0,BP,m,pērā katoa tā rātou au ꞌakonoꞌanga
BP-RRBPKB1-139.wav,,,,,155726,4.864,,,E kimi ana rātou ē tē pēꞌea nei te oraꞌanga,,user,20260629.0,BP,m,e kimi ana rātou ē tē pēꞌea nei te oraꞌanga
BP-RRBPKB1-140.wav,,,,,57422,1.792,,,"o te tangata i tēia tuātau,",,user,20260629.0,BP,m,o te tangata i tēia tuātau
BP-RRBPKB1-141.wav,,,,,62884,1.9626875,,,pērā katoa i tō te tuātau mua.,,user,20260629.0,BP,m,pērā katoa i tō te tuātau mua
BP-RRBPKB1-142.wav,,,,,76536,2.3893125,,,"Ko tētaꞌi au tangata,",,user,20260629.0,BP,m,ko tētaꞌi au tangata
BP-RRBPKB1-143.wav,,,,,79268,2.4746875,,,e tatau ana rātou i te au tātāꞌanga nō te tuātau mua.,,user,20260629.0,BP,m,e tatau ana rātou i te au tātāꞌanga nō te tuātau mua
BP-RRBPKB1-144.wav,,,,,73806,2.304,,,"E ꞌākara matatio katoa aia_rātou-ana rātou i te ꞌangaꞌanga ꞌakairo,",,user,20260629.0,BP,m,e ꞌākara matatio katoa aia rātou ana rātou i te ꞌangaꞌanga ꞌakairo
BP-RRBPKB1-145.wav,,,,,120226,3.754625,,,"te imene,",,user,20260629.0,BP,m,te imene
BP-RRBPKB1-146.wav,,,,,163918,5.12,,,"te kī,",,user,20260629.0,BP,m,te kī
BP-RRBPKB1-147.wav,,,,,109306,3.413375,,,ē te tuatua nō te tupuꞌanga ake o tētaꞌi ꞌiti tangata.,,user,20260629.0,BP,m,ē te tuatua nō te tupuꞌanga ake o tētaꞌi ꞌiti tangata
BP-RRBPKB1-148.wav,,,,,60152,1.8773125,,,Ko te tupuꞌanga mai te reira.,,user,20260629.0,BP,m,ko te tupuꞌanga mai te reira
BP-RRBPKB1-149.wav,,,,,109304,3.4133125,,,"Mē ꞌākara matatio tātou i te au reo,",,user,20260629.0,BP,m,mē ꞌākara matatio tātou i te au reo
BP-RRBPKB1-150.wav,,,,,87460,2.7306875,,,ka rauka mai tētaꞌi au kite,,user,20260629.0,BP,m,ka rauka mai tētaꞌi au kite
BP-RRBPKB1-151.wav,,,,,87460,2.7306875,,,nō te tuātau mua.,,user,20260629.0,BP,m,nō te tuātau mua
BP-RRBPKB1-152.wav,,,,,125688,3.9253125,,,Ko tēia ꞌe ꞌoꞌoraꞌanga reo.,,user,20260629.0,BP,m,ko tēia ꞌe ꞌoꞌoraꞌanga reo
BP-RRBPKB1-153.wav,,,,,92920,2.9013125,,,Ka tauturu katoaꞌia mai,,user,20260629.0,BP,m,ka tauturu katoaꞌia mai
BP-RRBPKB1-154.wav,,,,,152996,4.7786875,,,"e te ꞌāpiꞌi mea ora, te ꞌāpiꞌi ꞌakakeuꞌanga,",,user,20260629.0,BP,m,e te ꞌāpiꞌi mea ora te ꞌāpiꞌi ꞌakakeuꞌanga
BP-RRBPKB1-155.wav,,,,,68344,2.1333125,,,"te ꞌāpiꞌi kēmitiri,",,user,20260629.0,BP,m,te ꞌāpiꞌi kēmitiri
BP-RRBPKB1-156.wav,,,,,112036,3.4986875,,,ē te ꞌāpiꞌi au_tok-ao toka i te ꞌakamārama mai i te tū o te tuātau mua.,,user,20260629.0,BP,m,ē te ꞌāpiꞌi au tok ao toka i te ꞌakamārama mai i te tū o te tuātau mua
BP-RRBPKB1-157.wav,,,,,57422,1.792,,,Ko te au taieni nātura te reira.,,user,20260629.0,BP,m,ko te au taieni nātura te reira
BP-RRBPKB1-159.wav,,,,,177572,5.5466875,,,"Ko te rāvenga e mārama ai tātou i te au tuatua nō tō tātou ꞌui tūpuna,",,user,20260629.0,BP,m,ko te rāvenga e mārama ai tātou i te au tuatua nō tō tātou ꞌui tūpuna
BP-RRBPKB1-159.wav,,,,,177572,5.5466875,,,kia mou i a tātou tō-tō rātou papaꞌanga.,,user,20260629.0,BP,m,kia mou i a tātou tō tō rātou papaꞌanga
BP-RRBPKB1-160.wav,,,,,41038,1.28,,,Nā te papaꞌanga e ꞌakakite mai,,user,20260629.0,BP,m,nā te papaꞌanga e ꞌakakite mai
BP-RRBPKB1-161.wav,,,,,35576,1.1093125,,,i te au piriꞌanga,,user,20260629.0,BP,m,i te au piriꞌanga
BP-RRBPKB1-162.wav,,,,,150266,4.693375,,,"tētaꞌi ki tētaꞌi,",,user,20260629.0,BP,m,tētaꞌi ki tētaꞌi
BP-RRBPKB1-163.wav,,,,,101112,3.1573125,,,"kia kite tātou ē,",,user,20260629.0,BP,m,kia kite tātou ē
BP-RRBPKB1-164.wav,,,,,98382,3.072,,,"ko ꞌai tō tātou ꞌui tūpuna,",,user,20260629.0,BP,m,ko ꞌai tō tātou ꞌui tūpuna
BP-RRBPKB1-165.wav,,,,,81998,2.56,,,ē ko ꞌai tō rātou au ꞌuānga.,,user,20260629.0,BP,m,ē ko ꞌai tō rātou au ꞌuānga
BP-RRBPKB1-166.wav,,,,,62884,1.9626875,,,Nā te papaꞌanga e ꞌātui i te tangata ki tō rātou ꞌai tūpuna.,,user,20260629.0,BP,m,nā te papaꞌanga e ꞌātui i te tangata ki tō rātou ꞌai tūpuna
BP-RRBPKB1-167.wav,,,,,158456,4.9493125,,,"Nā tēia e kite ei rātou ē,",,user,20260629.0,BP,m,nā tēia e kite ei rātou ē
BP-RRBPKB1-168.wav,,,,,87460,2.7306875,,,nō ꞌea mai te ngāꞌi i kapuaꞌia mai ei.,,user,20260629.0,BP,m,nō ꞌea mai te ngāꞌi i kapuaꞌia mai ei
BP-RRBPKB1-169.wav,,,,,185762,5.802625,,,"Nā roto i te imene,",,user,20260629.0,BP,m,nā roto i te imene
BP-RRBPKB1-170.wav,,,,,128420,4.0106875,,,"i te tua,",,user,20260629.0,BP,m,i te tua
BP-RRBPKB1-171.wav,,,,,234916,7.3386875,,,"i te peꞌe,",,user,20260629.0,BP,m,i te peꞌe
BP-RRBPKB1-172.wav,,,,,117496,3.6693125,,,ē te tapaꞌanga ingoa,,user,20260629.0,BP,m,ē te tapaꞌanga ingoa
BP-RRBPKB1-173.wav,,,,,76536,2.3893125,,,e rauka mai ei te papaꞌanga.,,user,20260629.0,BP,m,e rauka mai ei te papaꞌanga
BP-RRBPKB1-174.wav,,,,,150266,4.693375,,,TE TĀꞌANGAꞌANGA I TE TAIENI,,user,20260629.0,BP,m,te tāꞌangaꞌanga i te taieni
BP-RRBPKB1-175.wav,,,,,114766,3.584,,,Kua pāpū meitaki,,user,20260629.0,BP,m,kua pāpū meitaki
BP-RRBPKB1-176.wav,,,,,87458,2.730625,,,"i te au ta'unga taieni ē,",,user,20260629.0,BP,m,i te au ta'unga taieni ē
BP-RRBPKB1-177.wav,,,,,38308,1.1946875,,,ko te to-toenga,,user,20260629.0,BP,m,ko te to toenga
BP-RRBPKB1-178.wav,,,,,54692,1.7066875,,,"o tētaꞌi au 'apinga ora,",,user,20260629.0,BP,m,o tētaꞌi au 'apinga ora
BP-RRBPKB1-179.wav,,,,,68344,2.1333125,,,e 'ia ngā'uru tauatini mata'iti,,user,20260629.0,BP,m,e 'ia ngā'uru tauatini mata'iti
BP-RRBPKB1-180.wav,,,,,71076,2.2186875,,,i te vai 'ua'anga.,,user,20260629.0,BP,m,i te vai 'ua'anga
BP-RRBPKB1-181.wav,,,,,92920,2.9013125,,,I 'akape'ea ra rātou i kite ei?,,user,20260629.0,BP,m,i 'akape'ea ra rātou i kite ei
BP-RRBPKB1-182.wav,,,,,166648,5.2053125,,,"I te mata'iti taua- taꞌi tauatini e iva anere ꞌā ngaꞌuru,",,user,20260629.0,BP,m,i te mata'iti taua taꞌi tauatini e iva anere ꞌā ngaꞌuru
BP-RRBPKB1-183.wav,,,,,95652,2.9866875,,,"ē te mata'iti taꞌi tauatini e iva anere rima ngaꞌuru,",,user,20260629.0,BP,m,ē te mata'iti taꞌi tauatini e iva anere rima ngaꞌuru
BP-RRBPKB1-184.wav,,,,,120228,3.7546875,,,kua kitea'ia e te au ta'unga taieni,,user,20260629.0,BP,m,kua kitea'ia e te au ta'unga taieni
BP-RRBPKB1-185.wav,,,,,68344,2.1333125,,,tētaꞌi ravenga e pāpū ei ē,,user,20260629.0,BP,m,tētaꞌi ravenga e pāpū ei ē
BP-RRBPKB1-186.wav,,,,,43768,1.3653125,,,ꞌe ꞌia mata'iti,,user,20260629.0,BP,m,ꞌe ꞌia mata'iti
BP-RRBPKB1-187.wav,,,,,51962,1.621375,,,"te ta'ito o te au ivi takere,",,user,20260629.0,BP,m,te ta'ito o te au ivi takere
BP-RRBPKB1-188.wav,,,,,60152,1.8773125,,,"te pore'o,",,user,20260629.0,BP,m,te pore'o
BP-RRBPKB1-189.wav,,,,,95652,2.9866875,,,te ni'o,,user,20260629.0,BP,m,te ni'o
BP-RRBPKB1-190.wav,,,,,136610,4.266625,,,ē tē vai atura.,,user,20260629.0,BP,m,ē tē vai atura
BP-RRBPKB1-191.wav,,,,,84730,2.645375,,,Ko te ingoa o tēia ravenga,,user,20260629.0,BP,m,ko te ingoa o tēia ravenga
BP-RRBPKB1-192.wav,,,,,76536,2.3893125,,,'e karaponi tātuātau.,,user,20260629.0,BP,m,'e karaponi tātuātau
BP-RRBPKB1-193.wav,,,,,95652,2.9866875,,,E tā'anga'anga ana te karaponi,,user,20260629.0,BP,m,e tā'anga'anga ana te karaponi
BP-RRBPKB1-194.wav,,,,,65614,2.048,,,tātuātau,,user,20260629.0,BP,m,tātuātau
BP-RRBPKB1-195.wav,,,,,95650,2.986625,,,i tētaꞌi karaponi tūkē 'ua ake rāi.,,user,20260629.0,BP,m,i tētaꞌi karaponi tūkē 'ua ake rāi
BP-RRBPKB1-196.wav,,,,,62884,1.9626875,,,"Vaitata rāi ē, e pou rava te au 'ātoma karaponi,",,user,20260629.0,BP,m,vaitata rāi ē e pou rava te au 'ātoma karaponi
BP-RRBPKB1-197.wav,,,,,92920,2.9013125,,,ē ono ō rātou porotōni,,user,20260629.0,BP,m,ē ono ō rātou porotōni
BP-RRBPKB1-198.wav,,,,,142074,4.437375,,, ē ono neutorōni,,user,20260629.0,BP,m,ē ono neutorōni
BP-RRBPKB1-199.wav,,,,,109304,3.4133125,,,i roto i te rito,,user,20260629.0,BP,m,i roto i te rito
BP-RRBPKB1-200.wav,,,,,125688,3.9253125,,,nō tētaꞌi 'ātoma,,user,20260629.0,BP,m,nō tētaꞌi 'ātoma
BP-RRBPKB1-202.wav,,,,,68346,2.133375,,,"Nō te mea ē,",,user,20260629.0,BP,m,nō te mea ē
BP-RRBPKB1-202.wav,,,,,68346,2.133375,,,e ta'i ngā'uru mā rua mea iti po'epo'e,,user,20260629.0,BP,m,e ta'i ngā'uru mā rua mea iti po'epo'e
BP-RRBPKB1-203.wav,,,,,87458,2.730625,,,i te katoatoa'anga,,user,20260629.0,BP,m,i te katoatoa'anga
BP-RRBPKB1-204.wav,,,,,51962,1.621375,,,"i roto i te rito nō tētaꞌi 'ātoma,",,user,20260629.0,BP,m,i roto i te rito nō tētaꞌi 'ātoma
BP-RRBPKB1-205.wav,,,,,49230,1.536,,,"kua kapiki'ia ē,",,user,20260629.0,BP,m,kua kapiki'ia ē
BP-RRBPKB1-206.wav,,,,,76536,2.3893125,,,'e karaponi ta'i ngā'uru mā rua.,,user,20260629.0,BP,m,'e karaponi ta'i ngā'uru mā rua
BP-RRBPKB1-207.wav,,,,,73806,2.304,,,"Inārā,",,user,20260629.0,BP,m,inārā
BP-RRBPKB1-208.wav,,,,,112036,3.4986875,,,'e tūkē rāi tētaꞌi mea ngā'i mea-ngiti- meangitikā,,user,20260629.0,BP,m,'e tūkē rāi tētaꞌi mea ngā'i mea ngiti meangitikā
BP-RRBPKB1-209.wav,,,,,101112,3.1573125,,,o te karaponi,,user,20260629.0,BP,m,o te karaponi
BP-RRBPKB1-210.wav,,,,,62884,1.9626875,,,e tomotomo ana ki roto i tētaꞌi 'apinga ora i te tuātau e ora ra.,,user,20260629.0,BP,m,e tomotomo ana ki roto i tētaꞌi 'apinga ora i te tuātau e ora ra
BP-RRBPKB1-211.wav,,,,,117496,3.6693125,,,E ono ōna porotōni ē varu neutorōni.,,user,20260629.0,BP,m,e ono ōna porotōni ē varu neutorōni
BP-RRBPKB1-212.wav,,,,,193956,6.0586875,,,"Karanga'ia tēia tū karaponi ē,",,user,20260629.0,BP,m,karanga'ia tēia tū karaponi ē
BP-RRBPKB1-213.wav,,,,,139342,4.352,,, 'e karaponi ta'i ngā'uru ma 'ā.,,user,20260629.0,BP,m,'e karaponi ta'i ngā'uru ma 'ā
BP-RRBPKB1-214.wav,,,,,120226,3.754625,,,'E 'apinga moukore te karaponi ta'i ngā'uru ma 'ā.,,user,20260629.0,BP,m,'e 'apinga moukore te karaponi ta'i ngā'uru ma 'ā
BP-RRBPKB1-215.wav,,,,,73806,2.304,,,"'Aere mārie 'ua tōna 'akapē'anga,",,user,20260629.0,BP,m,'aere mārie 'ua tōna 'akapē'anga
BP-RRBPKB1-216.wav,,,,,73806,2.304,,, ē kāre ꞌe tūkē te viviki,,user,20260629.0,BP,m,ē kāre ꞌe tūkē te viviki
BP-RRBPKB1-217.wav,,,,,13732,0.4266875,,,o te 'akapē'anga.,,user,20260629.0,BP,m,o te 'akapē'anga
BP-RRBPKB1-219.wav,,,,,125688,3.9253125,,,Mate rava ana tētaꞌi manu,,user,20260629.0,BP,m,mate rava ana tētaꞌi manu
BP-RRBPKB1-219.wav,,,,,125688,3.9253125,,,"mē kāre ra tētaꞌi rākau,",,user,20260629.0,BP,m,mē kāre ra tētaꞌi rākau
BP-RRBPKB1-220.wav,,,,,68346,2.133375,,,'akamutu rāi i te kai i te karaponi.,,user,20260629.0,BP,m,'akamutu rāi i te kai i te karaponi
BP-RRBPKB1-221.wav,,,,,117496,3.6693125,,,"I tēia taime rā,",,user,20260629.0,BP,m,i tēia taime rā
BP-RRBPKB1-222.wav,,,,,57422,1.792,,,'āiteite 'ua te patene <bit missing: o te 12C ē te 14C i/>,,user,20260629.0,BP,m,'āiteite 'ua te patene bit missing: o te 12c ē te 14c i
BP-RRBPKB1-224.wav,,,,,46498,1.450625,,,ē_te- i roto i tōna kiko,,user,20260629.0,BP,m,ē te i roto i tōna kiko
BP-RRBPKB1-224.wav,,,,,46498,1.450625,,,ē te patene o tēia ngā 'apinga i te ngā'i e vai ra rāua.,,user,20260629.0,BP,m,ē te patene o tēia ngā 'apinga i te ngā'i e vai ra rāua
BP-RRBPKB1-226.wav,,,,,49230,1.536,,,"Inārā,",,user,20260629.0,BP,m,inārā
BP-RRBPKB1-227.wav,,,,,147534,4.608,,,nō te mea ē 'e tū mou,,user,20260629.0,BP,m,nō te mea ē 'e tū mou
BP-RRBPKB1-227.wav,,,,,147534,4.608,,,to te taꞌi ngaꞌuru mā rua karaponi,,user,20260629.0,BP,m,to te taꞌi ngaꞌuru mā rua karaponi
BP-RRBPKB1-228.wav,,,,,191226,5.973375,,,"ē, 'e tū moukore",,user,20260629.0,BP,m,ē 'e tū moukore
BP-RRBPKB1-229.wav,,,,,87458,2.730625,,,tō te karaponi taꞌi ngaꞌuru ma ꞌā,,user,20260629.0,BP,m,tō te karaponi taꞌi ngaꞌuru ma ꞌā
BP-RRBPKB1-230.wav,,,,,87460,2.7306875,,,mē vaito'ia te ma'ata o_te_karaponi- o te karapini taꞌi ngaꞌuru mā rua,,user,20260629.0,BP,m,mē vaito'ia te ma'ata o te karaponi o te karapini taꞌi ngaꞌuru mā rua
BP-RRBPKB1-231.wav,,,,,144804,4.5226875,,,ē te karaponi taꞌi ngaꞌuru mā ꞌā,,user,20260629.0,BP,m,ē te karaponi taꞌi ngaꞌuru mā ꞌā
BP-RRBPKB1-232.wav,,,,,144802,4.522625,,,"i roto i te kiko mate,",,user,20260629.0,BP,m,i roto i te kiko mate
BP-RRBPKB1-233.wav,,,,,117498,3.669375,,,tē iti 'ua atura,,user,20260629.0,BP,m,tē iti 'ua atura
BP-RRBPKB1-234.wav,,,,,51960,1.6213125,,,te karaponi taꞌi ngaꞌuru mā ꞌā,,user,20260629.0,BP,m,te karaponi taꞌi ngaꞌuru mā ꞌā
BP-RRBPKB1-236.wav,,,,,84728,2.6453125,,,Kua kite 'ua te au ta'unga taieni,,user,20260629.0,BP,m,kua kite 'ua te au ta'unga taieni
BP-RRBPKB1-236.wav,,,,,84728,2.6453125,,,ē mei te- te a'a te viviki,,user,20260629.0,BP,m,ē mei te te a'a te viviki
BP-RRBPKB1-237.wav,,,,,57422,1.792,,,i te 'akapē o te karaponi taꞌi ngaꞌuru mā ꞌā.,,user,20260629.0,BP,m,i te 'akapē o te karaponi taꞌi ngaꞌuru mā ꞌā
BP-RRBPKB1-238.wav,,,,,92922,2.901375,,,"Nō reira mē kite rātou ē, e 'ia karaponi taꞌi ngaꞌuru mā ꞌā",,user,20260629.0,BP,m,nō reira mē kite rātou ē e 'ia karaponi taꞌi ngaꞌuru mā ꞌā
BP-RRBPKB1-239.wav,,,,,51960,1.6213125,,,"e toe ra i roto i_te_ku- i te kiko,",,user,20260629.0,BP,m,e toe ra i roto i te ku i te kiko
BP-RRBPKB1-240.wav,,,,,76536,2.3893125,,,ka kite rātou ē,,user,20260629.0,BP,m,ka kite rātou ē
BP-RRBPKB1-241.wav,,,,,101114,3.157375,,,mei te a'a te roa i te mate'anga o te manu mē kāre ra te rākau,,user,20260629.0,BP,m,mei te a'a te roa i te mate'anga o te manu mē kāre ra te rākau
BP-RRBPKB1-242.wav,,,,,114766,3.584,,,Ka rauka i te tā'anga'anga i te karaponi,,user,20260629.0,BP,m,ka rauka i te tā'anga'anga i te karaponi
BP-RRBPKB1-243.wav,,,,,193954,6.058625,,,tātuātau ki runga,,user,20260629.0,BP,m,tātuātau ki runga
BP-RRBPKB1-244.wav,,,,,35578,1.109375,,,i te au toetoenga,,user,20260629.0,BP,m,i te au toetoenga
BP-RRBPKB1-245.wav,,,,,46498,1.450625,,,kua taeria,,user,20260629.0,BP,m,kua taeria
BP-RRBPKB1-246.wav,,,,,76538,2.389375,,,e ono ngaꞌuru tautini mata'iti te roa.,,user,20260629.0,BP,m,e ono ngaꞌuru tautini mata'iti te roa
BP-RRBPKB1-248.wav,,,,,112036,3.4986875,,,Kua tatuatau'ia e Chris rātou ko tōna au 'oa  rave ꞌanga'anga,,user,20260629.0,BP,m,kua tatuatau'ia e chris rātou ko tōna au 'oa rave ꞌanga'anga
BP-RRBPKB1-248.wav,,,,,112036,3.4986875,,,i te au toetoenga o- o Mana.,,user,20260629.0,BP,m,i te au toetoenga o o mana
BP-RRBPKB1-249.wav,,,,,112036,3.4986875,,,E rua tauatini ono anere mata'iti,,user,20260629.0,BP,m,e rua tauatini ono anere mata'iti
BP-RRBPKB1-250.wav,,,,,95650,2.986625,,,te roa,,user,20260629.0,BP,m,te roa
BP-RRBPKB1-251.wav,,,,,196686,6.144,,,e_ꞌā-nga- e ꞌā anere mata'iti i raro mai i tā rātou tāmanako'anga.,,user,20260629.0,BP,m,e ꞌā nga e ꞌā anere mata'iti i raro mai i tā rātou tāmanako'anga
BP-RRBPKB1-252.wav,,,,,90190,2.816,,,'E ma'ata katoa tētaꞌi atu au kite,,user,20260629.0,BP,m,'e ma'ata katoa tētaꞌi atu au kite
BP-RRBPKB1-253.wav,,,,,60154,1.877375,,,te ka 'oronga'ia mai,,user,20260629.0,BP,m,te ka 'oronga'ia mai
BP-RRBPKB1-254.wav,,,,,65614,2.048,,,e tētaꞌi au 'apinga rave rima,,user,20260629.0,BP,m,e tētaꞌi au 'apinga rave rima
BP-RRBPKB1-255.wav,,,,,76536,2.3893125,,,a te au ta'unga taieni.,,user,20260629.0,BP,m,a te au ta'unga taieni
BP-RRBPKB1-256.wav,,,,,43768,1.3653125,,,"'Ei 'ākara'anga,",,user,20260629.0,BP,m,'ei 'ākara'anga
BP-RRBPKB1-257.wav,,,,,98382,3.072,,,"nō-nā_ra- nā roto i te vaito'anga i tētaꞌi ivi meangitikā <missing: 'ua o te tangata,/>",,user,20260629.0,BP,m,nō nā ra nā roto i te vaito'anga i tētaꞌi ivi meangitikā missing: 'ua o te tangata
BP-RRBPKB1-259.wav,,,,,142072,4.4373125,,,ka kite te au ta'unga taieni mei te mea,,user,20260629.0,BP,m,ka kite te au ta'unga taieni mei te mea
BP-RRBPKB1-259.wav,,,,,142072,4.4373125,,,'e tangata kai ma'ata,,user,20260629.0,BP,m,'e tangata kai ma'ata
BP-RRBPKB1-260.wav,,,,,169380,5.2906875,,,i te kai moana.,,user,20260629.0,BP,m,i te kai moana
BP-RRBPKB1-261.wav,,,,,103842,3.242625,,,"ꞌE vaito'anga  ūmere tēia nō te mea ka kite rātou ē,",,user,20260629.0,BP,m,ꞌe vaito'anga ūmere tēia nō te mea ka kite rātou ē
BP-RRBPKB1-262.wav,,,,,65614,2.048,,,'e a'a te tū o te ora'anga,,user,20260629.0,BP,m,'e a'a te tū o te ora'anga
BP-RRBPKB1-263.wav,,,,,136612,4.2666875,,,o te tangata i te tuātau mua.,,user,20260629.0,BP,m,o te tangata i te tuātau mua
BP-RRBPKB1-265.wav,,,,,51960,1.6213125,,,Otiania,,user,20260629.0,BP,m,otiania
BP-RRBPKB1-265.wav,,,,,51960,1.6213125,,,Ko Otiania tētaꞌi ingoa,,user,20260629.0,BP,m,ko otiania tētaꞌi ingoa
BP-RRBPKB1-266.wav,,,,,49230,1.536,,,o te au Pā ꞌEnua Patipika,,user,20260629.0,BP,m,o te au pā ꞌenua patipika
BP-RRBPKB1-268.wav,,,,,120228,3.7546875,,,ē te au pae moana e takapini i_a_ra- i a rātou.,,user,20260629.0,BP,m,ē te au pae moana e takapini i a ra i a rātou
BP-RRBPKB1-268.wav,,,,,120228,3.7546875,,,Nā tēia ingoa,,user,20260629.0,BP,m,nā tēia ingoa
BP-RRBPKB1-269.wav,,,,,57422,1.792,,,"e ꞌakamaꞌara mai ki a tātou ē, ꞌe piriꞌanga tō te au ꞌiti tangata kātoatoa o te Patipika",,user,20260629.0,BP,m,e ꞌakamaꞌara mai ki a tātou ē ꞌe piriꞌanga tō te au ꞌiti tangata kātoatoa o te patipika
BP-RRBPKB1-270.wav,,,,,199416,6.2293125,,,tētaꞌi ki tētaꞌi.,,user,20260629.0,BP,m,tētaꞌi ki tētaꞌi
BP-RRBPKB1-271.wav,,,,,98382,3.072,,,ꞌOkotaꞌi katoa,,user,20260629.0,BP,m,ꞌokotaꞌi katoa
BP-RRBPKB1-272.wav,,,,,112036,3.4986875,,,o rātou aorangi e noꞌo ra:,,user,20260629.0,BP,m,o rātou aorangi e noꞌo ra:
BP-RRBPKB1-273.wav,,,,,54692,1.7066875,,,te moana maꞌatamaꞌata rava atu,,user,20260629.0,BP,m,te moana maꞌatamaꞌata rava atu
BP-RRBPKB1-274.wav,,,,,210338,6.570625,,,i runga i tēia nei Ao.,,user,20260629.0,BP,m,i runga i tēia nei ao
