index,sentence_id,audio,syllabary,phonetic,english,source,speaker,notes
181,78dcdb159a9f,Sentence_for_entry_0178.wav,ᎯᎳ ᎢᎪᎯᏓ *ᎤᏟᎢᎵᏙᎴ* ᎡᏣᏍᏙᏰᏍᎬ?,hilá: i:go:hi̋:da *ù:hlî:li:dô:lé:* è:tsdo:yě:sgv̋,How long *did it take* for you to get a haircut?,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
182,260758c0a826,Sentence_for_entry_0179.wav,ᏗᏁᏍᎨᏍᎩ ᎠᏟᎶᏍᏗ ᎬᏗᏍᎪ *ᎠᏟᎶᏍᎬ* ᎢᏴ ᎤᏍᏆᎵᏍᏗ ᏯᏖᎾ.,di:hnè:sge̋:sgi *ahli:lő:sdi* gvhdi:sgô: à:hli:ló:sgv̋: iyv̋: u:sgwà:lsdi̋: hyahtě:na,A carpenter uses a ruler *in measuring* the place where he cut the board.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
183,732d49fa76d9,Sentence_for_entry_0180.wav,*ᎠᏟᎶᏍᏗ* ᎡᏍᎩᏗᏏ.,*ahli:lő:sdi* e:sgidî:si,Hand me a *ruler.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
184,142380cb9585,Sentence_for_entry_0181.wav,ᏓᏆᎴᎳ ᎬᏗ ᎤᏩᏂᎳ ᏔᎷᎩᏍᎩ ᎨᏛ‚ *ᎤᏟᏴᏈᏛᏅᎢ.*,dagwalé:la gv̋hdi ù:wa̋:hnila talu:gì:sgi ge:tv̋ *ù:hliyvhgwidv̂:nv̌:’i*,When he hit the steel post with a car‚ *it bent.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
185,afe9fd17ff02,Sentence_for_entry_0182.wav,ᎪᎱᏍᏗ ᏯᏍᎦᏍᏓᏁ ᎠᏫ‚ *ᎠᏟᏴᏌᎾᏩᏍᏗᏍᎪᎢ.*,go:hű:sdi yasgâ:sdà:ne̋ ahwi *à:hliyv̌:sánà:wsdǐ:sgó:ʔi*,When a deer is trying to scare something‚ *it snorts.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
186,71a8af429561,Sentence_for_entry_0183.wav,ᏑᏟᎶᏓ ᎢᎪᎯᏓ *ᎤᎵᏣᏙᏅᎢ.*,su:hli:lő:da i:gó:hi̋:da *ù:lhjado:hnv́:’i*,He *preached* for one hour.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
187,1bcce08eebad,Sentence_for_entry_0184.wav,ᏦᎢ ᎢᏯᏂ ᏧᏪᏥ ᎠᏂᏧᏣ ᎠᎾᎵᏣᏙᎲᏍᎩ *ᏄᎾᎵᏍᏔᏅᎢ.*,jo’i i:yáni̋: juwě:ji ani:chű:ja analhjadő:hvsgi *nù:nalstanv́:’i*,Three of his sons became *preachers.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
188,1398baf51d29,Sentence_for_entry_0185.wav,ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᏦᎳᏂ‚ *ᎤᎵᎪᏛᏅᎢ.*,sgwà:hle̋:sdi ù:wa̋:hnila jolani *ù:lhko:dv:hnv̌:’i*,When a ball hit the window‚ *it shattered.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
189,78ec6f972d06,Sentence_for_entry_0186.wav,ᏓᏲᎯᎲ *ᏓᎵᎪᏛᏗᏍᎪ* ᎫᎫ.,dà:yo:hihv̋: *dà:lhko:tdi:sgô:* gù:gu,He *shatters* the bottles by shooting them.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
190,bf4996cb6025,Sentence_for_entry_0187.wav,*ᏗᏠᏗ* ᏗᏆᏁᏟᏙᏗ ᎠᎩᎸᏉᏗ.,*di̋:hlohdi* di:gwà:né:lhdohdi̋: agilv̌:kwdi,I like to play *records.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
191,91676076b531,Sentence_for_entry_0188.wav,ᎣᎩᏅᏌ ᎣᎩᎾᎳᏍᎦᎸᎭ‚ *ᏥᏠᏒᎢ.*,o:ginv̋:sa ò:ginalâ:sgalv̋:ha *jì:hlo:sv̌:’i*,When we played ball by ourselves‚ *I beat him.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
192,f8f259448e9a,Sentence_for_entry_0189.wav,ᏂᎪᎯᎸ *ᎠᎵᏔᏬᏍᎪᎢ*‚ ᎥᏍᎩᏅ ᎢᏳᏍᏗ ᎤᏬᏚᎯ ᏧᏍᏘᎦ.,nigo:hí:lv̋: *alhtawó:sgó:* v̀:sgihnó: iyű:sdi uwo:dű:hi jù:stíhga,*She combs her hair* all the time‚ and that’s why she has pretty hair.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
193,2c4b22a267f2,Sentence_for_entry_0190.wav,*ᎠᎵᏔᏬᏍᏗ* ᎠᎩᏩᎯᏍᏗ ᎠᏆᏚᎵ.,*alhtawó:sdi* akiwáhísdi̋: à:gwadu:lí,I want to buy *a comb.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
194,3e71246bc09a,Sentence_for_entry_0191.wav,Ꮭ ᎤᎵᏬᏨ ᏱᎩ Ꮎ ᎢᎾᏓ. Ꮟ *ᎠᎵᏖᎸᎲᏍᎦᏊ.*,hla u:li:hwò:jv̋: yigi ná i:nada sí *à:lhté:lv:hv́sgagwu*,The snake isn’t dead. *It’s* still *moving.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
195,34647b316f8f,Sentence_for_entry_0192.wav,ᎦᏓᎭ ᏄᎵᏍᏔᎾ ᎤᏄᏮ *ᎤᎿᏩᎢᏴᏒᎢ.*,ga:da:ha̋: nù:lstána ù:hnúwv̋: *ù:hnawá:’i:yv́:sv̌:’i*,When his shirt got dirty‚ *he changed it.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
196,1e38f092ed0e,Sentence_for_entry_0193.wav,ᎤᎦᎾᏬᏌ‚ *ᎤᎿᏪᏒ* ᎦᏌᎴᎾ.,ù:ga:nawő:sa *ù:hnawé:sv́* gà:salě:na,When it got warm‚ *he took off* his coat.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
197,19fff6ef2f6b,Sentence_for_entry_0194.wav,ᏩᎦ ᎦᏁᎦ ᎪᏢᏔᏅ *ᎠᎿᏬ* ᎠᎩᎾᎠ.,wahga ganè:ga go:hlvhtanv̋: *ahnawó* à:giná’a,I have *a shirt* made of cowhide.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
198,333bda1499dc,Sentence_for_entry_0195.wav,ᎢᏤ ᎦᏌᎴᏂ ᎠᏥᏅᏁᎸ ᎠᏎᏃ Ꮭ *ᏳᎿᏬᎡᎢ.*,ije̋: gà:salě:ni à:jinv́:ne:lv́ a:sé:hnó hla *yu:hnáwo:’é’i*,She was given a new coat‚ but *she* didn’t *wear it.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
199,d9387837add5,Sentence_for_entry_0196.wav,ᏍᎪᎯ ᎠᏕᎸ *ᎤᏁᎸ* ᎤᏪᏥ ᎠᏧᏣ.,sgǒ:hi ade:lv̋: *ù:hne:lv́* uwě:ji achű:ja,*He gave* his son ten dollars.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
200,754a5b71f019,Sentence_for_entry_0197.wav,ᎠᏂᏴᏫᏯ ᎤᏂᎸᏉᏗ *ᎤᎾᏁᏍᏗ.*,ani:yv:wiya̋: u:ni:lv̌:kwdi *u:nà:hně:sdi̋*,Indians like *to wrestle.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
201,9ed1939cc760,Sentence_for_entry_0198.wav,ᎦᏬᏂᏍᎩ ᎦᏬᏂᏍᎬ *ᎠᏁᏟᏗᎭ.*,gawò:ni̋:sgi gawó:ni:sgv̋: *à:hnélhdi:ha*,*He’s interpreting* the speaker’s speech.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
202,628320a192b4,Sentence_for_entry_0199.wav,ᎯᎠ ᎪᏪᎵ *ᎠᏁᎵᏔᏅ* ᎠᏆᏚᎵᎭ.,hi’a go:hwe:li *a:hnéhltanv̋:* à:gwadu:lǐ:ha,I want a *translation* of this letter.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
203,dc7aefa8638c,Sentence_for_entry_0200.wav,ᎦᏄᎸᎯ *ᎠᎾᏁᏦᏍᎦ* ᏗᏂᏲᏟ.,ganu:lv̋:hi *à:na:hně:jô:sga* di:ni:yő:hli,The children *are frolicking* in the grass.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
204,eef7d7d86e08,Sentence_for_entry_0201.wav,Ꮎ ᏗᏁᏍᎨᏍᎩ ᎤᏔᎾ ᏥᏔᎩ ᎤᏂᏴᏍᏗ *ᎤᏁᏍᎨᎲᎢ.*,ná di:hnè:sge̋:sgi ű:tana jitǎ:gi u:ni:yv:sdi̋: *ù:hné:sge:hv̌:’i*,The carpenter *built* a big chicken house.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
205,547f27534710,Sentence_for_entry_0202_01.wav,ᏒᎯ ᏑᎾᎴ *ᏧᏂᎩᏒᎢ.*,svhi suná:lé: *jù:hnigî:sv̌:’i*,*He left* yesterday morning.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
206,c4428a21b633,Sentence_for_entry_0202_02.wav,ᎢᏤ ᎠᎾᎦᎵᏍᎩ ᎤᏝᎾ‚ ᎠᎯᏓ *ᎤᏂᎩᏒ* ᏓᏆᎴᎳ.,ije̋: anà:galǐ:sgi ù:hlána ahi̋:da *ù:hnígí:sv́* dagwalé:la,When he put a new battery in the car‚ *it started* up easily.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
207,32b07ec8a22b,Sentence_for_entry_0203.wav,ᏓᏆᎴᎳ *ᎤᏂᎩᏍᏙᏗ* ᎤᏚᎵ‚ ᎠᏎᏅ Ꮭ ᏗᏍᏚᎢᏍᏗ ᏱᏚᏩᏯ.,dagwalé:la *u:hnígì:sdohdi̋* ù:du:lí a:sé:hnó hla di:sdu’i̋:sdi yiduwá:ya,He wants *to start* the car‚ but he doesn’t have the keys.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
208,16b60ff1df6a,Sentence_for_entry_0204.wav,ᏦᎢᎭ ᏗᎨᏛᏍᏗ *ᏚᏃᏟᏅᏒᎢ.*,jo’i:ha̋: dige̋:tvsdi *dù:hnotlǐ:nv̂:sv̌’i*,He carried three posts *on his shoulder.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
209,b83187fa8c43,Sentence_for_entry_0205.wav,*ᎠᎰᎵ* ᎤᎴᏴᏒ ᎤᏗᏞᎩ ᎤᎦᎹ ᎠᏥᏔᏍᎬᎢ.,*ahő:li* ù:lé:yv:sv́ u:di̋:hlehgi ǔ:gáma à:di:tasgv̋:’i,He burned *his mouth* drinking hot soup.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
210,7766c9c573da,Sentence_for_entry_0206.wav,ᎠᎹ ᎠᎵᏟᏍᎬ *ᏓᎱᏗᎠ* ᏎᎷ.,ama à:lidlí:sgv̋: *dà:hu:dí’a* sě:lú,*She’s putting* some corn *in* the boiling water.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
211,e8c794cce52f,Sentence_for_entry_0207.wav,ᎭᏢ ᏱᏕᏥᏴᏩᏔ ᎣᏏ *ᏗᎱᏣᏬᎳᏛᏓ?*,ha:hlv̋: yide:jíyv:wahta ó:si *di:hu:jawǒ:ldv̋:da*,Where can I find some *stove pipes?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
212,f5f15749c670,Sentence_for_entry_0208.wav,ᏍᏗᎩᏓᏊ ᎠᎦᏍᎦᏂ ᏗᏜ ᏳᏗᏣᎧᎿᎾ ᏳᏫᎪᏩᏔ *ᎠᎱᏣᏬᎳᏛᎢ.*,sdi̋:kidagwu aksgáni dí:dla yu:dijákahnana yuhwigo:hwahta *à:hu:jawǒ:ldv̋:’i*,If you will look just a little to the left‚ you will see a *chimney.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
213,ab40b383a2da,Sentence_for_entry_0209.wav,ᎠᏂᏴᏫᏯ ᎠᎾᏴᎴᎬ *ᎠᎱᎵ* ᎠᏅᏗᏍᎪᎢ.,ani:yv:wiya̋: à:na:hyv̌:lê:gv̋: *ahu:li* à:nhdi:sgó:’i,Indians use *a drum* when they chant.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
214,c417a4a2a5c1,Sentence_for_entry_0210.wav,*ᎤᎱᎸᏂᏍᏗ* ᎤᏚᎵᏍᎬ‚ ᎠᏎᏅ ᎤᏍᎦᎸᎢ.,*u:hu:lv̌:nî:sdi̋* ù:dulǐ:sgv́: a:sé:hno ù:sgá:lv̌:’i,He wanted to *hit him on the mouth*‚ but he got scared.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
215,b290438a3c70,Sentence_for_entry_0211.wav,*ᎯᎲᎾ* ᏓᏆᎴᎳ. ᎢᎬᏱ ᏗᏜ ᎠᎭ.,*hihv̌:na* dagwalé:la igv:yí dí:dla à:ha,*Move* the car. It’s in the way.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
216,9019e5a7c4dd,Sentence_for_entry_0212.wav,ᎡᎳᏗ *ᎯᎲᎦ* ᎠᎵᏍᏓᎱᎢ.,eladi *hihv̀:ga* álsdayvhdi,*Set* the groceries *down.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
217,34da3371fb32,Sentence_for_entry_0213.wav,ᎪᎱᏍᏗ ᏯᎬᏍᎦᎳᏁᎳ ᎠᎯᏓ *ᎠᏩᏘᏍᎪᎢ.*,go:hű:sdi yagv̂:sgalv̂:ne̋:la ahi̋:da *à:hwahtǐ:sgó’i*,When something is hidden from him‚ *he finds it* easily.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
218,d115e8a74e64,Sentence_for_entry_0214.wav,ᎦᎪ *ᏂᏩᏛᎯᏓᏍᏗ* ᏣᏚᎵ?,gá:go *hì:wahtv:hǐ:dâ:sdi̋* jadu:lí,Who do you want *to visit?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
219,150cf16f072c,Sentence_for_entry_0215.wav,ᏧᏪᏅᏒ *ᎤᏫᏛᎮ* ᏍᏆᏞᏍᏗ.,juwé:nv̀:sv̋: *ù:hwi:dv:shé* sgwà:hle̋:sdi,*He took* the ball home with him.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
220,0a12c111c667,Sentence_for_entry_0216.wav,ᎠᏂᏥᎸᏍᎩ *ᏚᏫᏒ* ᎠᏓᏁᎸ ᎾᎥᎢ.,ani:ji:lv̋:sgi *dù:hwisv́* à:da:ne:lv̋: na’v̋:’i,*She planted* flowers near the building.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
221,cbb16dab0124,Sentence_for_entry_0217.wav,*ᎠᏯᏢᏗᏍ* ᏣᏩᎯᏍᏗ ᏣᏚᎵ?,*ahyadlv̋:dis* chawahísdi̋ jadu:lí,Do you want to buy a *necktie?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
222,4509da4bc5d3,Sentence_for_entry_0218.wav,ᏄᎾ *ᏘᏯᎨᏗᏌ.*,nǔ:na *tihyáhke:tsa*,*Peel* some potatoes.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
223,177c6c733d3a,Sentence_for_entry_0219.wav,ᎤᏬᏚᎯ *ᎠᏯᏟᏗ* ᎤᎩᏒ ᎤᏕᏘᏱᏍᎬᎢ.,uwo:dű:hi *a̋:hyalhdi* ù:gí:sv́: u:de:tiyǐ:sgv̋:’i,She received a pretty *necklace* for her birthday.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
224,603adb5f3f93,Sentence_for_entry_0220.wav,*ᎤᏯᏛᏁᎢᏍ* ᎤᏒ ᏥᎨᏒ?,*ù:hyahtvhné:’is* usv̋ jigè:sv̋,*Did it frost* last night?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
225,a95da5db4731,Sentence_for_entry_0221_01.wav,ᏩᎦ ᎤᏲᎾ ᎬᏗ *ᎠᏯᏂᎭ* ᎩᏟ.,wahga u:hyo:na gv̋hdi *à:hyani:ha* gi:hli,*He’s calling* the dog with a cow horn.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
226,80f9eba9d9fa,Sentence_for_entry_0221_02.wav,ᎭᏢ *ᎯᏯᏅᎮ* ᎯᎠ ᎩᏟ?,ha:hlv̋ *hi:yanv:hé* hi’a gi:hli,Where did *you get* this dog?,Cherokee Dictionary 1975 Durbin Feeling,,
227,4948447bcbb1,Sentence_for_entry_0222.wav,ᎭᏢ *ᎯᏰᎦ* ᏍᏆᏞᏍᏗ?,ha:hlv̋ *hihyé:ga* sgwà:hle̋:sdi,Where *are you taking* the ball?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
228,3b28e0056030,Sentence_for_entry_0223.wav,ᏍᎪᎯ ᎠᏕᎸ ᏧᎬᏩᏟᏗ ᏌᏊ ᎢᏯᎾᏓᏅᏖᏗ *ᏓᏰᎲᎢ.*,sgo:hí ade:lv̋: ju:nigv̋:walhdi sà:gwű iyánada̋:nhtehdi *dà:hye:hv̌:’i*,He had ten dollars worth of pennies *in his hand.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
229,a26385f605e5,Sentence_for_entry_0224.wav,ᎤᏁᎦ ᎤᏥᎸ ᎬᏗ *ᎤᏰᎦᏝᏅᎢ.*,u:ne̋:ga u:ji:lv́: gv̋hdi *ù:hyehgahlanv́:’i*,*She quilted it* with white cotton.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
230,91bad2c8063f,Sentence_for_entry_0225.wav,ᏗᏓᏰᏠᎯ ᎤᏢᎩ *ᎠᏰᏠᎭ.*,di:da:hye̋:hlohi u:dlv̋:gi *à:hyě:hlóha*,The surgeon *is operating on* the patient.,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
231,fc070f5938ef,Sentence_for_entry_0226.wav,ᏥᏍᏆ *ᏓᏰᎵᏍᎪ* ᎦᏒᎬᎢ.,jí:sgwa *dà:hyě:lî:sgó* ga:svhgv̋:’i,He *imitates* birds with his whistling.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
232,770b0d837904,entry_0226.1_sentence_2.wav,ᎦᎪ *ᎯᏰᎵᎠ?*,gá:go *hi:ye:lí:’a*,Who are you *mocking?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
233,eec76383c5bf,Sentence_for_entry_0227.wav,ᏥᏃᎠᎵᏙᎲ ᎠᎩᏲᎱᏎᎸ *ᎭᏰᎵᏍᏗ.*,jino’alǐ:dô:hv̋: à:giyo:hǔ:sé:lv́ *haye:lsdi*,I lost my *knife* while hunting.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
234,9d0b1ece6a14,Sentence_for_entry_0228.wav,ᎣᎩᎾᎵ *ᏥᏲᎭ.* ᎭᏢ ᏫᎦᎶᎯ?,o:gina:li̋: *jì:yoha* ha:hlv̋ wigalo:hí,*I’m looking for* my friend. Where did he go?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
235,6876a87b3ec9,Sentence_for_entry_0229.wav,ᎯᎳ ᏳᏓᏅᎯᏓ ᎡᎵᏊ *ᏯᏳᎢᏄᎦ?*,hila̋: yú:danv:hi̋:da e:li̋:gwu *hya:hyú’i:nû:ga*,How far *can you swim?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
236,268ad1c86e3e,Sentence_for_entry_0230.wav,ᎭᏛᎩᎠᏍ *ᎠᏴᏓᏆᎶᏍᎬ?*,hahtv:gí:’as *à:hyv:dagwalô:sgv̋*,Do you hear it *thundering?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
237,aec57fa71e8d,Sentence_for_entry_0231.wav,ᎯᏍᎦᎰᎢᏍ ᎠᏴᏓᏆᎶᏍᎩ?,hisgâ:hó:’ís ahyv:dagwalò:sgi,Are you afraid of thunder?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
238,2065288f6482,Sentence_for_entry_0232.wav,*ᎠᏴᏜᏗᏍᏗᏍᎩ* ᎤᏩᎯᏍᏗ ᎤᏚᎵ ᎪᎩ ᎢᏴᎢ.,*ahyv:dladì:sdi̋:sgi* u:hwáhísdi̋ ù:dulí go:gi iyv̋:’i,He wants to buy an *air conditioner* in the summer.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
239,707d7e4911d9,Sentence_for_entry_0233.wav,ᏑᏓᎵ ᎢᎳᏏᏓ ᎢᎦᏅᎯᏓ *ᎠᏴᏠ* ᎤᏬᏢᏅᎢ.,sǔ:dál i̋:là:sihda i:gánv:hi̋:da *ahyvhdló* ù:wo:hlv:hnv̌:’i,He made a six-foot *ladder.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
240,5af7e6984f84,Sentence_for_entry_0234_01.wav,ᏞᏍᏗ *ᏥᎯᏴᏈᏛᏂ!*,hlè:sdi *jihíhyvhgwidv̂:ni*,Don’t *bend it!*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
241,79d98b29c368,Sentence_for_entry_0234_02.wav,ᏥᏍᏆᏛ ᏥᏰᏫᏍᎬ ᏰᎦᏟ *ᏓᏥᏴᏈᏛᏂ.*,jì:sgwá’dv̋ ji:ye:wì:sgv̋: hye’gahli *dají:yvhgwidv̀:nî*,When I finish sewing the quilt‚ *I am going to hem it.*,Cherokee Dictionary 1975 Durbin Feeling,Durbin Feeling,Cherokee National Treasure. Renowned Cherokee linguist.
242,b13c55cf3ce8,Sentence_for_entry_0235.wav,*ᎠᏴᏤᏂ* ᏓᏥᏲᎵᏒ ᏥᏍᏚ ᎠᏎᏃ ᏕᏥᏅᏛᎢ.,*ahyvhje̋:ni* daji:yô:lí:sv́ jisdu a:sé:hnó: de:jí:nv́:dv̌:’i,I was going to shoot a rabbit in *his throat* but I missed.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
243,a7ee4293ce81,Sentence_for_entry_0236.wav,ᎠᏍᎪᎵ ᎦᎸᎳᏗᏜ *ᎤᏴᏖᏍᏗ* ᎤᏁᏟᏔᏅᎢ.,askő:li galv̌:ládi:hla *u:hyvhtè:sdi̋* ù:né:hltanv́:’i,He tried *to kick* above his head.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
244,76be7a2bc5c5,Sentence_for_entry_0237.wav,ᎢᎦᏓ ᎠᏂᏲᏍᎩ *ᎠᏂᏴᎩ* ᏄᎾᎵᏍᏔᎾ.,igá:da ani̋:yosgi *ani:hyv̋:ki* nù:nalstana,Some soldiers have become *prisoners.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
245,3f9f72d8bb53,Sentence_for_entry_0238.wav,ᏗᏂᏓᏃᏫ *ᎤᏴᎩᏛ* ᎠᏲᏍᎩ.,di:ni:da̋:hnawi *ù:hyv:kí:dv́* áyosgi,The solider *captured* his enemy.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
246,8e6940a74b9e,Sentence_for_entry_0239.wav,ᎦᎪ *ᎤᏴᏍᏕᎷᏁᎢ?*,gá:go *ù:hyv:sdé:lu:hné:’i*,Who *hit him on the nose?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
247,c61ecf1f520b,Sentence_for_entry_0240.wav,ᎠᎿᏬ ᎦᏯᏢ *ᎤᏴᏍᎩᏱᎭ.*,ahnawó ga:hyadlv̋: *ù:hyvsgǐ:yí:ha*,The shirt collar *is choking him.*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
248,d2ecc66b6445,Sentence_for_entry_0241.wav,ᏗᏓᏁᎸ ᏗᏜ *ᏩᎢ* ᎩᎶ.,di:dá:ne:lv̋ dí:dla *wá:’i* kilő,Someone *is walking toward* the building.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
249,f55322f3e47b,Sentence_for_entry_0242.wav,ᎯᎳ ᎢᏯᏂᎢ *ᎠᏣᏗ* ᏕᎯᏂᏴᎮ?,hilá: yani̋:’i *ajadi* de:híní:yv:hé,How many *fish* did you catch?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
250,5b1cdc051d59,Sentence_for_entry_0243.wav,*ᎠᏣᏓᏍ* Ꮎ ᎠᏍᎦᏯ‚ ᎠᏣᎳᎩᎨ?,*ajahdás* ná asgaya ajalagike,Is that man a *Choctaw* or a Cherokee?,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
251,aa9d88e4855f,Sentence_for_entry_0244.wav,ᎯᎳ ᎢᏯᏂᎢ ᏥᏔᎦ ᎠᏂᏓ *ᎤᎾᏣᎢᏎᎢ?*,hilá: iyani̋: jitǎ:ga ani̋:da *ù:najá’ì:sé:’i*,How many chicks *hatched?*,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
252,7b3a6b29ce23,Sentence_for_entry_0245.wav,ᎤᏔᎾ ᏗᎦᏚᎲ ᏳᏪᎾ *ᎠᏣᏅᏍᎪᎢ.*,ű:tana digadú:hv̋: yuwe̋:na *à:janv:sgó:’i*,When he goes to the city‚ *he dresses up.*,Cherokee Dictionary 1975 Durbin Feeling,Dennis Sixkiller,Cherokee National Treasure.
253,2d636129d4c4,Sentence_for_entry_0246.wav,ᏓᏆᎴᎷ *ᎭᏣᎥᎦ.*,dagwalé:lű *hajá’v̀:ga*,*Get in* the car.,Cherokee Dictionary 1975 Durbin Feeling,Anna Sixkiller,Cherokee National Treasure.
