path,sentence
data/processed/sentence_audio/Sentence_for_entry_1385.wav,nvvtaaki waakweetoolv thoo'i keetoohvv iikoohiita
data/processed/sentence_audio/Sentence_for_entry_1243.wav,uweethi tsuulaahski uuha eetsi
data/processed/sentence_audio/Sentence_for_entry_0149.wav,itsee kanuulvvhsvv toohiyu uwootuuhi akoowhahthvhti keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_0708.wav,tiikwhayooti teetsiikwhayo'vhsko tsuweetsi
data/processed/sentence_audio/Sentence_for_entry_1076_01.wav,sookwili uunatuutalvvtii uwuutalvvnv hsookwili uutseelii'a
data/processed/sentence_audio/Sentence_for_entry_0345.wav,halhskuuyha teehataniilvvkeehsti
data/processed/sentence_audio/Sentence_for_entry_0030.wav,koohuuhsti uuhsti tskooya ataatsvvyhski uuwaatsvvyha uwooyeeni
data/processed/sentence_audio/Sentence_for_entry_1414.wav,itsee oohsi ataahstaayhtii uutaahsvnhv aanataakoonathtiihskvv'i
data/processed/sentence_audio/Sentence_for_entry_1796_02.wav,uuwoolhahs tihstataanhvvtlhi
data/processed/sentence_audio/Sentence_for_entry_1061.wav,kato uuhsti hiiyeehsa'tv hvhtiihskoo yitsootsaneehsa
data/processed/sentence_audio/Sentence_for_entry_1124.wav,haalhv wikaloohi hstaalii'i
data/processed/sentence_audio/Sentence_for_entry_1746.wav,ama tsuwetaahstii tsuuhsvvtooni tuuneehstala'tv uhsvv tsikeehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0551.wav,taataanheehseehskvv uuwhthaniitaahsti uuyhalv tsuutaanhehseehstii atsiithayoohseela
data/processed/sentence_audio/Sentence_for_entry_0656.wav,na ahskaya atsalaki tiitaanhvvwiihski
data/processed/sentence_audio/Sentence_for_entry_1820.wav,katoo yikalhsta vvhskina yinunatvvneela
data/processed/sentence_audio/Sentence_for_entry_1664.wav,weehsi aniita uuniikhvhihsti keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_1041.wav,soo'i kookeeyi iyvv tvvhsuulkotsi taateeyhoohvhskvv'i
data/processed/sentence_audio/Sentence_for_entry_0965.wav,kanuulv aakaalhska
data/processed/sentence_audio/Sentence_for_entry_1167_02.wav,witaniiyeliihskvv'i ikoohiita waakweetoolvv'i
data/processed/sentence_audio/Sentence_for_entry_0452.wav,kato uuhsti uulhsuuwhita thihsuuwhihsi kaltsoote
data/processed/sentence_audio/Sentence_for_entry_1016.wav,kaayeewhski kvhti kaayeewhska aahsano
data/processed/sentence_audio/Sentence_for_entry_1628.wav,na akeeyha uuyheehi uuyhoha
data/processed/sentence_audio/Sentence_for_entry_1806.wav,koohuuhsti aakhskalhtsvv aakiyootee'a
data/processed/sentence_audio/Sentence_for_entry_0977_01.wav,kanvvlhohsti whinhsanaki
data/processed/sentence_audio/Sentence_for_entry_1470.wav,suuteethiyvvta tsikeehsvv tsaakhiwahsv hi'a waatsi
data/processed/sentence_audio/Sentence_for_entry_1439.wav,seelu tsuuta tsuukhayhoota taakohvhstiha
data/processed/sentence_audio/Sentence_for_entry_0651.wav,tsunataahi'liitaahstii eeka tiithiyoohihi
data/processed/sentence_audio/Sentence_for_entry_0616.wav,kaakama taakhiwihsvv ama tetsiihstutli'a
data/processed/sentence_audio/Sentence_for_entry_0618.wav,taahskiinaatiihsko koohuuhsti yuunhaalvvhsthana
data/processed/sentence_audio/Sentence_for_entry_0735.wav,ayo toohsa akhskala
data/processed/sentence_audio/Sentence_for_entry_0211.wav,hihvvna takwaleela ikvvyi tiitla aaha
data/processed/sentence_audio/Sentence_for_entry_1578.wav,uutoohiyu uukaanawi nuulhsthanv khoohi iika tookha
data/processed/sentence_audio/Sentence_for_entry_0344.wav,skwalhskoolhtaahsi akiwooniihstii'i
data/processed/sentence_audio/Sentence_for_entry_0356.wav,amalhtohti hihkhalitsa
data/processed/sentence_audio/Sentence_for_entry_0347.wav,tsoolani uulhskwaluuta uuhsti atshuutsa
data/processed/sentence_audio/Sentence_for_entry_1429.wav,stiikhita tuuniyaweekvv'i hskwaalheehsti tuunaaneeloonhvv'i
data/processed/sentence_audio/Sentence_for_entry_1068.wav,koohstiiyuutlhi kaluuyhsti khtiihskvv ata taahslhuuyhskvv'i
data/processed/sentence_audio/Sentence_for_entry_1560.wav,hilaa iyanii tsuuniitlvvki aaniiya'a ahani tsuuniitlvvkii'i
data/processed/sentence_audio/Sentence_for_entry_0655.wav,tsaanhthahs uunha kaneelv tiitaanheehseehski
data/processed/sentence_audio/Sentence_for_entry_1395.wav,nvvya tiikhvvtaanvv'i aanheekhsthanv aataaneelvv kaneela
data/processed/sentence_audio/Sentence_for_entry_1721.wav,tsuuhsakee tiinhawoohstohti tuunhawoohsti
data/processed/sentence_audio/Sentence_for_entry_1296_02.wav,alhtsatoohvhski khanoheeta tuulhtsatoonheelv yvvwi
data/processed/sentence_audio/Sentence_for_entry_1609.wav,iikaata tuunhaluutv tsuhstii keehsoo'i
data/processed/sentence_audio/Sentence_for_entry_0339.wav,halhstuulaanv hinuukootsvv'i uuyhvvtlayheenho tooyi
data/processed/sentence_audio/Sentence_for_entry_1326.wav,aatsiihsoonvvnha khilakwu iyvvta uuluhtsv kanakhthi
data/processed/sentence_audio/Sentence_for_entry_1027.wav,uhsti kiilhi keeliihsiineeha
data/processed/sentence_audio/Sentence_for_entry_0531.wav,ama atliihstohti uulvvhsa'ti uuyoohstohthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1624.wav,uunvvkwholthvv uuhskolvvtsv uulookilv uulhkaliiyvvha
data/processed/sentence_audio/Sentence_for_entry_0135.wav,thali tsuuhsvvhita ikoohiita uukiilhiyootsvv'i
data/processed/sentence_audio/Sentence_for_entry_1265.wav,khalooweekhti tsoohsta tikeethvhsti taatoolhvvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_1718.wav,uunvvti uulvvkwti uutiithahstii'i
data/processed/sentence_audio/Sentence_for_entry_1760.wav,kaako na uuthvhihsti
data/processed/sentence_audio/Sentence_for_entry_1419.wav,tiihsatvvti kvvhti t:ekaniiyiihskoo tsihstu
data/processed/sentence_audio/Sentence_for_entry_0115.wav,nikoohiilvv akalhiiyi keehsoo uutaahsteelhtii'i
data/processed/sentence_audio/Sentence_for_entry_1827.wav,hi'a ahskaya tskwiihsti wahka tuunaalha'a
data/processed/sentence_audio/Sentence_for_entry_1324_02.wav,khila witsiihstuuhvvka tsoolani
data/processed/sentence_audio/Sentence_for_entry_0348.wav,halhskweethuhki tsikooliiya
data/processed/sentence_audio/Sentence_for_entry_1801.wav,koohuuhsti uuwuuyathi tsiikoowahthiha
data/processed/sentence_audio/Sentence_for_entry_1607.wav,takwaleela uuhvv uulhooyi akwatuuliiha
data/processed/sentence_audio/Sentence_for_entry_1367.wav,nihi hstalhinoohehtii uutuuliiha
data/processed/sentence_audio/Sentence_for_entry_1019.wav,kayhkooki khanooheelhiitoohoo'i
data/processed/sentence_audio/Sentence_for_entry_1739.wav,tluhkvv uuhskhooli wuuloolhv hsalooli kiilhi uukheeheena
data/processed/sentence_audio/Sentence_for_entry_0755.wav,khilo tuuhstanooyhvhkv kaathvvki'a
data/processed/sentence_audio/Sentence_for_entry_1185.wav,invvhi weetooha tsahthvvkootii'i
data/processed/sentence_audio/Sentence_for_entry_1590.wav,ata uweethi uukoohska
data/processed/sentence_audio/Sentence_for_entry_0254.wav,atsiila koolhvhti hskitiihsi
data/processed/sentence_audio/Sentence_for_entry_1520.wav,uutoohiyuu uutaatsathti atshuutsa
data/processed/sentence_audio/Sentence_for_entry_0054.wav,tooyuu aniitaaweehi keehsoo iikaata aniitsalaki
data/processed/sentence_audio/Sentence_for_entry_0178.wav,hilaa iikoohiita uulhiiliitoolee eetstooyeehskv
data/processed/sentence_audio/Sentence_for_entry_0156.wav,ayooneekahs hstaalii'i akvvnhakee'ikhe
data/processed/sentence_audio/Sentence_for_entry_0301.wav,hilaa iika hiiyakwiyvv'eele
data/processed/sentence_audio/Sentence_for_entry_0976_01.wav,wahka akiina uuhslha'ta tuunvvlhoolhvv'i
data/processed/sentence_audio/Sentence_for_entry_0514.wav,hiyeeki aakoohseela uuyeetsvv'i
data/processed/sentence_audio/Sentence_for_entry_0912.wav,tso'iiha tikoohstvvniihsti thiinuuka uunalaahskalhtii'i
data/processed/sentence_audio/Sentence_for_entry_0179.wav,tiinheehskeehski alhiiloohsti kvhtiihskoo aalhiiloohskvv iyvv uuhskwaalhstii yhahtheena
data/processed/sentence_audio/Sentence_for_entry_1364.wav,nikoohiilvv aalaahskaliihsko kooki yiki
data/processed/sentence_audio/Sentence_for_entry_0463.wav,hiiyooliikihs khilo ahsvvkwaloohski tsuulvvwhihstaaneehi
data/processed/sentence_audio/Sentence_for_entry_1838.wav,wanikee akwhsto uwhtohti ul:vvkwhti
data/processed/sentence_audio/Sentence_for_entry_1553.wav,uutleetsv aatsiloonu'eelha
data/processed/sentence_audio/Sentence_for_entry_1546.wav,haalhvv uutiihskalha
data/processed/sentence_audio/Sentence_for_entry_1345.wav,uutiihskalha eeliihskv aahseenhoo khvvnikeehsv takatookvv'i
data/processed/sentence_audio/Sentence_for_entry_1861.wav,na ayooneeka yooneeka kawooniiha
data/processed/sentence_audio/Sentence_for_entry_1229.wav,teehihskaahoohs tsuuniikanootsa
data/processed/sentence_audio/Sentence_for_entry_1135.wav,hihski naanii'a wahka teetsinaalha'a
data/processed/sentence_audio/Sentence_for_entry_1404.wav,na oolha akvvhskwoohstohti eehskhvhsi
data/processed/sentence_audio/Sentence_for_entry_0050.wav,suuteethiyvvta iyuutaali itsee takwaleela aatanvvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_1000.wav,keethv katha anaakaliihski atsvvhsti
data/processed/sentence_audio/Sentence_for_entry_1453_01.wav,svvhi aawkhthvvkaanv hsiikwu tikawooniihsiihsvv khoohi iika
data/processed/sentence_audio/Sentence_for_entry_1601.wav,kaatoohi uuhiihsatha
data/processed/sentence_audio/Sentence_for_entry_1271.wav,khantsiihsteetsi aaniinohiiliitooha tooyi
data/processed/sentence_audio/Sentence_for_entry_1722.wav,nikaata tsuuhsano taathehska
data/processed/sentence_audio/Sentence_for_entry_0586.wav,ikaata aakaaliihskv yaneetooha tsuulhsihki tiikhthinvvthti taanakhthinvvthvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_1679.wav,teekeekatshvvhstiihskvv uunaliyeehsuuhsthohsti aliyeehsuuhstho uuliyeehsuuhsthkvv'i
data/processed/sentence_audio/Sentence_for_entry_1246.wav,tsuuniiliihstanaali tsuuhsuhti uulvvkwhti
data/processed/sentence_audio/Sentence_for_entry_1737.wav,tskwiihsti kookhskvv iyuuhsti uuhsiwhahska
data/processed/sentence_audio/Sentence_for_entry_1735.wav,uuhskwoolhii aahskooliiye'a
data/processed/sentence_audio/Sentence_for_entry_0334.wav,svvhiyeeyi uuthana aalhstaayvvhvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_1702.wav,kiikvvha nuulhsthanv uuneeka uunhuwv kiika tuuyhvvhskwola
data/processed/sentence_audio/Sentence_for_entry_0903.wav,uutuuliihskv ikoohiita tsuulvvwhihstaanhti tsiinaalhvvhska
data/processed/sentence_audio/Sentence_for_entry_1329.wav,kaniilhv ayeehstvvti uuleehsa tikhayohtiihskii'i uwhtsakvvnvv'i
data/processed/sentence_audio/Sentence_for_entry_0849.wav,aniitse thuuya anoohsta tikaayheehsti
data/processed/sentence_audio/Sentence_for_entry_1829.wav,waahuhii wuuhsteelhti akeeyhuutsa tsiiyooliika
data/processed/sentence_audio/Sentence_for_entry_1750.wav,koohuuhsti aakoohseelvvneela uuthalhawoohsvv'i
data/processed/sentence_audio/Sentence_for_entry_1431.wav,stu'iihsti kalohsti ahstu'iihstohti
data/processed/sentence_audio/Sentence_for_entry_0208.wav,stiikhitakwu akhskani tiitla yuutitsakhanhana yuwhikoowhahtha aahuutsawooltvv'i
data/processed/sentence_audio/Sentence_for_entry_0744.wav,nvhki iilaahsihti iitikanvvhiita tuulhkvv'i
data/processed/sentence_audio/Sentence_for_entry_1002.wav,kaatheehsati uuyhoha tiitaahstaayvvhvhski
data/processed/sentence_audio/Sentence_for_entry_0351.wav,kato uutvvnhti aalhsoohstiiha
data/processed/sentence_audio/Sentence_for_entry_0859.wav,taaniihstayoohihvv ataanhehti tsiikwheenvvhska
data/processed/sentence_audio/Sentence_for_entry_1424.wav,thaliitsoone kvnhti tsiiyoolv hsalooli
data/processed/sentence_audio/Sentence_for_entry_1768.wav,uuwa'ni koolhvhthanvv anhawo uunhuwa
data/processed/sentence_audio/Sentence_for_entry_0715.wav,teehikhthahihs tiihsehsti
data/processed/sentence_audio/Sentence_for_entry_0793.wav,lha yuutuulvvhee kaataaha takwaleela uuhilvvhsti naahskina iyuuhsti uunvvkalvvhvv'i
data/processed/sentence_audio/Sentence_for_entry_0349.wav,tikaatuuhvv yuweena tsuutanvvkalvvta taanhawoohskoo'i oohstanhoo alhskweethuwo aalhskweethuhvhskoo'i
data/processed/sentence_audio/Sentence_for_entry_0474.wav,wikvvlitliihski yahthoothana ama aathanooleekoo'i
data/processed/sentence_audio/Sentence_for_entry_0217.wav,ayhatlvvtihs tshawahihsti tsatuuli
data/processed/sentence_audio/Sentence_for_entry_1231.wav,lha tsuukvvwalhti yinikvvnhiihsiihsko aliiheelihsti keehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0795.wav,tsthanvvhs hsookwili uuniinhsaneehsti kaataluukooti
data/processed/sentence_audio/Sentence_for_entry_1598.wav,uuhalvvna uunooyhvhkvv kaathvvkii'a
data/processed/sentence_audio/Sentence_for_entry_1450.wav,lhahs hsii yika'luhka
data/processed/sentence_audio/Sentence_for_entry_1116.wav,tihsehihstii uwaahskalvvnv uunhawo
data/processed/sentence_audio/Sentence_for_entry_0920.wav,na kiilhi ama uuneewhthvhti aaneelhtiiha
data/processed/sentence_audio/Sentence_for_entry_0723.wav,tlaayhkvv ooklhahooma kaatuuhvv tsiki tlaayhka tuutoohsthanee'i
data/processed/sentence_audio/Sentence_for_entry_0164.wav,tsoolani taakhstuunha tsi'awoohsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_0374.wav,eelhawee aanii'nvv'i
data/processed/sentence_audio/Sentence_for_entry_0979.wav,uulhtsvvtakwata uunvvtsiitoolvv'i
data/processed/sentence_audio/Sentence_for_entry_0976_02.wav,thinvvlhooka
data/processed/sentence_audio/Sentence_for_entry_1056_01.wav,koowheeli tikoowheelootohti tuunatanvvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_0311_02.wav,tseenvvhsti yitsatuuli ale la yiki oohsiikwu
data/processed/sentence_audio/Sentence_for_entry_0944.wav,iinata uuliiwhootsvv uuniihsanhvv'i
data/processed/sentence_audio/Sentence_for_entry_0747.wav,aakaaliihskv yeeto tsuulhsihki tuukhthinvvthoo'i
data/processed/sentence_audio/Sentence_for_entry_0895.wav,kalvvla'tihs kalvvloo kalvvlati
data/processed/sentence_audio/Sentence_for_entry_0432.wav,koohstvvniihsti kvhti uuhskwalvvniihstohti kiilhi uuneelhthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1766.wav,khanawookvv iyuuhsti uuwaanaawi'a
data/processed/sentence_audio/Sentence_for_entry_0806.wav,tuuyaweetsa kaahsaleen kanheehv uutoonhthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1483.wav,svvhi hsvvhiyeeyii khskwa'tv khaneehska teetsihstaayhtiihskvv'i
data/processed/sentence_audio/Sentence_for_entry_1292.wav,tsiithuukvv iikaa tatsiinilhani tsiiko'vv'i
data/processed/sentence_audio/Sentence_for_entry_0963.wav,kanuukookvv ootsiikhuukiihsko ama ookatiithahsti
data/processed/sentence_audio/Sentence_for_entry_0354.wav,aama hikiihsvv'i tikaatuuhvv wheetoolvv'i
data/processed/sentence_audio/Sentence_for_entry_0247.wav,aatseeliihstvv tuulhvvnv aniitsiilvvhski
data/processed/sentence_audio/Sentence_for_entry_1780.wav,tsuweetsi aniitshuutsa taawhahthvvheeka
data/processed/sentence_audio/Sentence_for_entry_0687.wav,tso'hskoo tsuuhsvvhita tsuunataahstuuti uuyvvhsti tuuwuukhtaaneelv tikuukhtiihski
data/processed/sentence_audio/Sentence_for_entry_1225.wav,tsuutaleenhvvta uuniihskoolhtiita'na
data/processed/sentence_audio/Sentence_for_entry_0799.wav,eliikwuuhs yhiitiikwalvvteeyhsta kaakwathvv'i
data/processed/sentence_audio/Sentence_for_entry_1651.wav,iinata uutsoonathv uuthvvkaana uuya'nvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_0467.wav,eeliihsi ahsvvnooyi keehsvv'i
data/processed/sentence_audio/Sentence_for_entry_0910.wav,kaakwathvv tsineetliiyv'a
data/processed/sentence_audio/Sentence_for_entry_0948.wav,koola yiki nikoohiilv kanoohaliitoohoo'i
data/processed/sentence_audio/Sentence_for_entry_0837.wav,thaluukiihski kalhtsoothtohti tuuwhahska
data/processed/sentence_audio/Sentence_for_entry_1380.wav,kato uuhsti nitsvvnhti hinhookeeni
data/processed/sentence_audio/Sentence_for_entry_0261.wav,suutali iyuwaanhilv hsunaale teehitsvvhsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_0805.wav,tsiiyaatooliikakwu
data/processed/sentence_audio/Sentence_for_entry_1437.wav,na tikalookiihski hseelu anhthahskiihski taawhihska
data/processed/sentence_audio/Sentence_for_entry_1633.wav,uuyhvvtla ama aakhthateekii'a
data/processed/sentence_audio/Sentence_for_entry_1112.wav,yhahtheenoo hvvnoohsahvv'i nitsaanhikiitakwu
data/processed/sentence_audio/Sentence_for_entry_0113_02.wav,tskwiihsti alhstayhti aatvvnv'ihstiihsko taaniihstayoohihvv'i
data/processed/sentence_audio/Sentence_for_entry_1012.wav,lheehsti kawooniitayhahthvvtaahstiihskeehsti
data/processed/sentence_audio/Sentence_for_entry_0534.wav,ayo'uulhi ahskaya atoolnvvhsti uuthayoolhvv'i
data/processed/sentence_audio/Sentence_for_entry_1704.wav,uuneekilhti aataaneelv uutiihskalhanvv'i
data/processed/sentence_audio/Sentence_for_entry_1192_02.wav,hilaa iyuutaali tshawhahthvvhiitoohoo'i
data/processed/sentence_audio/Sentence_for_entry_1629.wav,waatsi tsuuyoohuuhseelv hsvvhi uuyhoha
data/processed/sentence_audio/Sentence_for_entry_1689.wav,tooyu uulhsihka khoohi uhsvv'i
data/processed/sentence_audio/Sentence_for_entry_1232.wav,tsuulhi'iilvvhsthanvv lha vvhski ikaa yitikanoolvhskee'i
data/processed/sentence_audio/Sentence_for_entry_1381.wav,hilaa iyvv theehsi nuuyaaki
data/processed/sentence_audio/Sentence_for_entry_0239.wav,kaako uuyhvvhsteeluunhee'i
data/processed/sentence_audio/Sentence_for_entry_0034.wav,tskwiihsta uutaananeehsvhvhsti uutuuli aahseenho tskwiihsti taakvvwalhtiita'na
data/processed/sentence_audio/Sentence_for_entry_0371.wav,tskwiihsti a'ni aanthvhihstiihsko hstilaweeli
data/processed/sentence_audio/Sentence_for_entry_1047.wav,vvhskwu hskoohi naateethiiya kvvwakoohv yiki khilo ahiita koolhkoo'i
data/processed/sentence_audio/Sentence_for_entry_0265.wav,akhahskeeni uuwehihstaaneelvv uunvvtsa
data/processed/sentence_audio/Sentence_for_entry_0212.wav,elati hihvvka alhstayvhti
data/processed/sentence_audio/Sentence_for_entry_1771_01.wav,uwaahsa uuluhtsvv'i
data/processed/sentence_audio/Sentence_for_entry_1104.wav,na ahskaya yvvwi ulhvv'i khvvnhvv'i iikoohiita aatsihstuuti tuutuukhtaahsi
data/processed/sentence_audio/Sentence_for_entry_0839.wav,nvvya tsuunhstii uuwaatlhunee nvvnoohi
data/processed/sentence_audio/Sentence_for_entry_1084.wav,svvkhtha teekanoohskiihskv kuuhiihstiiha
data/processed/sentence_audio/Sentence_for_entry_1599.wav,tuuhaneeka'lvv tuukhayoohihseeha
data/processed/sentence_audio/Sentence_for_entry_0576.wav,tuulaahsuulhvv tuukhaneeyhvvhv tuulaahsuuleehsa
data/processed/sentence_audio/Sentence_for_entry_1182.wav,aniiyohski tsitsiiya'vv iina waakweetoolvv'i
data/processed/sentence_audio/Sentence_for_entry_1241.wav,uutoohiyu tsuukhthooyvv'ihsti aakaaliiha
data/processed/sentence_audio/Sentence_for_entry_1795_02.wav,tsoohiyuuhseehsti
data/processed/sentence_audio/Sentence_for_entry_0844.wav,itse anhawotsi'neha
data/processed/sentence_audio/Sentence_for_entry_0992.wav,itsee kaahskiloo alhstaayhti uuyhoha
data/processed/sentence_audio/Sentence_for_entry_0537.wav,na atshuutsa itsee koohstvvniihsti uuyvvwhthvvhvv'i
data/processed/sentence_audio/Sentence_for_entry_1392.wav,uuyhvvtla ooniiyiihskvv nvvwoothi aakwatuuliiha
data/processed/sentence_audio/Sentence_for_entry_0068.wav,ateela akeeyhti keehsvv tiitaleeni ahskanhi
data/processed/sentence_audio/Sentence_for_entry_1818.wav,tskwiihsti tsuukvvwalhti keehsv kalhtsoote vvhskina iyuuhsti lha yakhiwahsee'i
data/processed/sentence_audio/Sentence_for_entry_1137.wav,katooki hatiihskee lha koohuuhsti
data/processed/sentence_audio/Sentence_for_entry_1316.wav,tuukonhonha ata uwhtloohsv koothvv'i
data/processed/sentence_audio/Sentence_for_entry_0090.wav,kaahsaleeni aatlaawa'tvv teekalha ateela
data/processed/sentence_audio/Sentence_for_entry_1100.wav,kvvnhake takwaleela aakiha
data/processed/sentence_audio/Sentence_for_entry_0127.wav,thalhskoohi naateethiiya nitikvvteeyhohvhskoo'i na akayvvlikee'i
data/processed/sentence_audio/Sentence_for_entry_0272.wav,tiikhiyuuhskeeni tiikaataahaa nituulhsthanv uutanhsiinvvhsa
data/processed/sentence_audio/Sentence_for_entry_0954.wav,uneehsayhvvtla kanolvvhskoo hsvvhiyeeyi
data/processed/sentence_audio/Sentence_for_entry_0075.wav,aayanuuli aahiliihsvv iyuuhsti tuunvvta aateeyohvv'i
data/processed/sentence_audio/Sentence_for_entry_0722.wav,hilaa itiinhita naanalhstiihsko tlaanuuhsi
data/processed/sentence_audio/Sentence_for_entry_0791.wav,nihihs tsoolhvvnhe hi'a kaatakuuku
data/processed/sentence_audio/Sentence_for_entry_1669.wav,koohiita uutlvvtsv iyuuhsti uuleehsoota nuulhsthanvv'i
data/processed/sentence_audio/Sentence_for_entry_1294.wav,tsithaaka khanooke aahstiiki'a
data/processed/sentence_audio/Sentence_for_entry_0863_02.wav,tiinhawo tuuleehsv thaluutsoohi
data/processed/sentence_audio/Sentence_for_entry_0386.wav,hi'a taahstanvvnhvv thihstaawatuuka
data/processed/sentence_audio/Sentence_for_entry_0856.wav,alee kiilhi nitsiiyaathinhooka aahseenhvv tatsiiyaakhahiiya
data/processed/sentence_audio/Sentence_for_entry_1313.wav,atolnvvhsti kvvtiihsko yakweetoola
data/processed/sentence_audio/Sentence_for_entry_1554.wav,uutli whiloohi
data/processed/sentence_audio/Sentence_for_entry_1410_02.wav,oohsta kawooni
data/processed/sentence_audio/Sentence_for_entry_1723.wav,uuhstaakalvv wuuyvvla lha thaliine yuniikoohee'i
data/processed/sentence_audio/Sentence_for_entry_1644.wav,uuniitsathi nuunatvvnhv yvvwi aatsi'niiyvvhv uuyhvvhsteeta
data/processed/sentence_audio/Sentence_for_entry_1205.wav,tsikiliili yinikawee aataaneelv na'vv khiloo takaluhtsi aanatiihsko aniitsalaki
data/processed/sentence_audio/Sentence_for_entry_1623.wav,tsuulhooyiihaa tuunanhuwo aniiyohski
data/processed/sentence_audio/Sentence_for_entry_1332.wav,khoohi tsikeehsv tsitsiiko'vv'i
data/processed/sentence_audio/Sentence_for_entry_1062.wav,uuyhahstlatiihsti nikeehsvvna uuyeelvvhsv kootsaneehsti kaloone'a
data/processed/sentence_audio/Sentence_for_entry_1074.wav,uhsv tsikeehsv uuthana aakwoothanvv'i
data/processed/sentence_audio/Sentence_for_entry_0969.wav,kanvvti aahstv'vhska uhstii'i
data/processed/sentence_audio/Sentence_for_entry_0713_01.wav,katoohv tiinataanhawi nuunalhsthane'i
data/processed/sentence_audio/Sentence_for_entry_0451.wav,haatlvvyv aahsuuhvhska
data/processed/sentence_audio/Sentence_for_entry_0517.wav,ayeelhi yv ayeelv tuuleeyvvhsvv'i
data/processed/sentence_audio/Sentence_for_entry_0758.wav,katoohv tootsa'yohi hsteeyita
data/processed/sentence_audio/Sentence_for_entry_0949.wav,kanoohaliitoohi nituuntiwhsiita tlookeehsi
data/processed/sentence_audio/Sentence_for_entry_0392.wav,tikoowheelooti lha ahstiikiihsti yiki
data/processed/sentence_audio/Sentence_for_entry_1525.wav,na akayvvlikee uuneeka'lv uutaneekooyuuha
data/processed/sentence_audio/Sentence_for_entry_0014.wav,tso'i iyuwaakhti aataatooliihstiihsko hsiika
data/processed/sentence_audio/Sentence_for_entry_0712.wav,tsatuuliihskvv'ihs iyuuhsti tiineelhtohti tsakiihse
data/processed/sentence_audio/Sentence_for_entry_1697.wav,uunalaahskalhti iiteena
data/processed/sentence_audio/Sentence_for_entry_0809_01.wav,kato uuhsti hiikowhahthiiha itsee'iyuuhsti tikoowheelooti
data/processed/sentence_audio/Sentence_for_entry_0109.wav,hi'a atatsi ookinaalii'i
data/processed/sentence_audio/Sentence_for_entry_0676.wav,tikalookiihski uuwhihsvvnvv uukhayoohsonhvv naakaahskvvna keehsvv iyuuhsti
data/processed/sentence_audio/Sentence_for_entry_0511.wav,tskwiihsti nuunatvvnhv yvvwi uuyaatholhvv alhstaayhti
data/processed/sentence_audio/Sentence_for_entry_0816.wav,saluuyi uunakhsehsti katuuhsi taaneethvhskoo tsuunakhthohtii'i
data/processed/sentence_audio/Sentence_for_entry_1369.wav,nookwuu hsteenvvhsti uutuuliiha
data/processed/sentence_audio/Sentence_for_entry_1391.wav,nvwhthoohiiyata iiteeheehsti
data/processed/sentence_audio/Sentence_for_entry_0063.wav,itsee tikoowheelooti uuteelv tiiteelhohkwaahski
data/processed/sentence_audio/Sentence_for_entry_0098.wav,katawoohskvv ama uutliitsv tsi'leeni
data/processed/sentence_audio/Sentence_for_entry_1075_01.wav,hiiyuutalaki hsookwili uuneelaki walhstaayvvnhiita
data/processed/sentence_audio/Sentence_for_entry_1790.wav,aakinuulvvnhvv tiikiihsohihstii uweeyvv'i hstaayi kanoohuukiihskvv iyuuhsti
data/processed/sentence_audio/Sentence_for_entry_0033.wav,uunalaahskalhtii yuulhiiloolha aataleeniihsko aanalaahskaliihskvv'i
data/processed/sentence_audio/Sentence_for_entry_0985.wav,suulhiiloota iyuutanvvhiita uwaahsatooyhv takwaleela khila uunhikiihsvv'i
data/processed/sentence_audio/Sentence_for_entry_0842.wav,tiiniiyoolhitvv taaniilhvvhskv vvhskina iyuuhsti tv'ookaanhikiihsvv'i
data/processed/sentence_audio/Sentence_for_entry_1498.wav,vvtaluulhti tskwiihsta yitvvkowhahtha thehka
data/processed/sentence_audio/Sentence_for_entry_0852.wav,kaatsanuuli takwaleela uuha
data/processed/sentence_audio/Sentence_for_entry_0960.wav,utli witsatuuka na kanhsta
data/processed/sentence_audio/Sentence_for_entry_0341.wav,kawooniihski katookv na'v uulhstvvlhunv'i
data/processed/sentence_audio/Sentence_for_entry_0815.wav,tiikaatuuliita nituulhsthana tiitaalhiiloohsthanv tuuyootsvv'i
data/processed/sentence_audio/Sentence_for_entry_1612.wav,khanhstatsi uunhaahsteetla aakaanvv aatiithahska
data/processed/sentence_audio/Sentence_for_entry_1254.wav,hilaa iikoohiita whinhkee'i tsuuniitlvvkii'i
data/processed/sentence_audio/Sentence_for_entry_1368_02.wav,nikhvv uweetooliitaahstii uulvvkwhti
data/processed/sentence_audio/Sentence_for_entry_0475.wav,hila yuuteethiyvvta tseetsi aathanuutsa
